run_order,timestamp,level,algorithm,heuristic,repetition,status,cutoff_reason,solution_cost,solution_moves,solution_pushes,expanded_nodes,frontier_size_at_end,max_frontier_size,elapsed_seconds,solution,max_expanded_nodes,timeout_seconds,seed
145,2026-08-23T15:31:02-03:00,levels/experiments/level_03.txt,astar,shortest_push_access,4,success,,43,43,10,41018,844,4055,1.016283125,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
146,2026-08-23T15:31:05-03:00,levels/experiments/level_04.txt,astar,shortest_push_access,2,success,,54,54,20,50582,3791,4581,2.008487583,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
147,2026-08-23T15:31:05-03:00,levels/experiments/level_04.txt,greedy,minimum_matching_manhattan,2,success,,64,64,18,867,136,144,0.007418416,UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP,1000000,25.0,0
148,2026-08-23T15:31:06-03:00,levels/experiments/level_02.txt,astar,shortest_push_access,3,success,,78,78,17,26823,190,1199,1.031433125,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
149,2026-08-23T15:31:06-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,1,success,,47,47,10,4344,1285,1291,0.1232515,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
150,2026-08-23T15:31:07-03:00,levels/experiments/level_03.txt,astar,shortest_push_access,2,success,,43,43,10,41018,844,4055,1.030324083,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
151,2026-08-23T15:31:08-03:00,levels/experiments/level_03.txt,greedy,shortest_push_access,1,success,,83,83,22,34565,5793,9151,0.935046333,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT RIGHT LEFT UP UP UP LEFT DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT DOWN RIGHT LEFT DOWN LEFT LEFT UP RIGHT DOWN RIGHT RIGHT UP UP LEFT UP LEFT DOWN RIGHT RIGHT DOWN DOWN LEFT UP DOWN LEFT LEFT UP RIGHT DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP LEFT UP LEFT LEFT UP LEFT DOWN,1000000,25.0,0
152,2026-08-23T15:31:08-03:00,levels/experiments/level_04.txt,greedy,shortest_push_access,7,success,,96,96,40,5744,3064,3065,0.176698292,UP UP UP RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT RIGHT UP LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
153,2026-08-23T15:31:08-03:00,levels/experiments/level_04.txt,greedy,minimum_matching_manhattan,4,success,,64,64,18,867,136,144,0.007163583,UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP,1000000,25.0,0
154,2026-08-23T15:31:09-03:00,levels/experiments/level_04.txt,bfs,null,1,success,,54,54,20,64687,1778,3178,0.434638583,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
155,2026-08-23T15:31:09-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,5,success,,47,47,10,4344,1285,1291,0.123813959,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
156,2026-08-23T15:31:09-03:00,levels/experiments/level_02.txt,dfs,null,9,success,,174,174,27,2101,94,95,0.012904416,LEFT LEFT UP UP UP UP LEFT LEFT DOWN LEFT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN RIGHT DOWN RIGHT DOWN DOWN LEFT LEFT LEFT LEFT LEFT LEFT UP UP UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP UP DOWN DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP,1000000,25.0,0
157,2026-08-23T15:31:09-03:00,levels/experiments/level_02.txt,greedy,minimum_matching_manhattan,6,success,,96,96,19,756,76,77,0.006124917,LEFT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT LEFT UP UP RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
158,2026-08-23T15:31:09-03:00,levels/experiments/level_03.txt,dfs,null,10,success,,51,51,14,43449,19,103,0.290784167,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
159,2026-08-23T15:31:10-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,8,success,,126,126,29,22399,1621,2979,0.809920041,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
160,2026-08-23T15:31:10-03:00,levels/experiments/level_04.txt,greedy,shortest_push_access,5,success,,96,96,40,5744,3064,3065,0.175748458,UP UP UP RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT RIGHT UP LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
161,2026-08-23T15:31:11-03:00,levels/experiments/level_04.txt,dfs,null,7,success,,2044,2044,386,70252,1123,1187,0.439846125,UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP RIGHT UP RIGHT UP LEFT LEFT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP UP DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN UP UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT UP DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT LEFT LEFT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN RIGHT UP LEFT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT DOWN RIGHT DOWN LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN,1000000,25.0,0
162,2026-08-23T15:31:11-03:00,levels/experiments/level_03.txt,bfs,null,5,success,,43,43,10,43709,71,2898,0.305854416,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
